,rank,finalWorth,age,industries,selfMade,gender,birthDate,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1249,1217,2500,76.0,Healthcare,True,M,1947-01-01 00:00:00,1947.0,1.0,1.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1250,1217,2500,92.0,Automotive,False,M,1930-11-05 00:00:00,1930.0,11.0,5.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1251,1217,2500,34.0,Technology,True,M,1988-07-19 00:00:00,1988.0,7.0,19.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1252,1217,2500,49.0,Real Estate,True,M,1974-01-01 00:00:00,1974.0,1.0,1.0,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
1253,1217,2500,64.0,Manufacturing,True,F,1958-09-03 00:00:00,1958.0,9.0,3.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1254,1217,2500,69.0,Finance & Investments,False,M,1953-08-10 00:00:00,1953.0,8.0,10.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1255,1217,2500,77.0,Technology,True,F,1945-09-17 00:00:00,1945.0,9.0,17.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1256,1217,2500,59.0,Diversified,False,M,1964-03-18 00:00:00,1964.0,3.0,18.0,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1257,1217,2500,77.0,Metals & Mining,True,M,1946-02-13 00:00:00,1946.0,2.0,13.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1258,1217,2500,60.0,Diversified,True,M,1962-09-01 00:00:00,1962.0,9.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1259,1217,2500,63.0,Real Estate,True,M,1960-01-17 00:00:00,1960.0,1.0,17.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1260,1217,2500,69.0,Diversified,False,M,1954-01-01 00:00:00,1954.0,1.0,1.0,129.61,2.5,376795508680,35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017
1261,1217,2500,71.0,Diversified,True,M,1952-02-01 00:00:00,1952.0,2.0,1.0,129.61,2.5,376795508680,35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017
1262,1217,2500,53.0,Energy,True,M,1970-02-22 00:00:00,1970.0,2.0,22.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1263,1217,2500,64.0,Finance & Investments,True,M,1958-12-02 00:00:00,1958.0,12.0,2.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1264,1217,2500,76.0,Real Estate,False,M,1946-06-14 00:00:00,1946.0,6.0,14.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1265,1217,2500,78.0,Automotive,True,M,1944-08-20 00:00:00,1944.0,8.0,20.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1266,1217,2500,74.0,Fashion & Retail,True,M,1949-01-01 00:00:00,1949.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1267,1217,2500,69.0,Media & Entertainment,True,F,1954-01-29 00:00:00,1954.0,1.0,29.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1268,1217,2500,88.0,Food & Beverage,True,M,1935-01-14 00:00:00,1935.0,1.0,14.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1269,1217,2500,66.0,Metals & Mining,True,M,1957-01-01 00:00:00,1957.0,1.0,1.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1270,1217,2500,45.0,Fashion & Retail,True,M,1978-01-01 00:00:00,1978.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1271,1272,2400,51.0,Technology,True,M,1972-02-17 00:00:00,1972.0,2.0,17.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1272,1272,2400,83.0,Automotive,False,M,1940-01-01 00:00:00,1940.0,1.0,1.0,114.52,-1.9,421142267938,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
1273,1272,2400,77.0,Energy,False,M,1945-09-10 00:00:00,1945.0,9.0,10.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1274,1272,2400,70.0,Media & Entertainment,True,M,1952-12-14 00:00:00,1952.0,12.0,14.0,158.93,4.1,351431649241,22.4,100.9,63.9,27.5,29.2,58558270.0,-30.559482,22.937506
1275,1272,2400,45.0,Healthcare,False,M,1978-01-01 00:00:00,1978.0,1.0,1.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1276,1272,2400,74.0,Fashion & Retail,True,M,1948-04-19 00:00:00,1948.0,4.0,19.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1277,1272,2400,86.0,Fashion & Retail,False,M,1936-12-28 00:00:00,1936.0,12.0,28.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1278,1272,2400,58.0,Finance & Investments,True,M,1965-01-01 00:00:00,1965.0,1.0,1.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1279,1272,2400,91.0,Fashion & Retail,True,F,1931-08-23 00:00:00,1931.0,8.0,23.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1280,1272,2400,78.0,Finance & Investments,True,M,1944-08-04 00:00:00,1944.0,8.0,4.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1281,1272,2400,66.0,Healthcare,True,M,1956-08-10 00:00:00,1956.0,8.0,10.0,110.05,1.1,2715518274227,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
1282,1272,2400,55.0,Finance & Investments,True,M,1968-04-01 00:00:00,1968.0,4.0,1.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1283,1272,2400,88.0,Gambling & Casinos,True,M,1934-08-26 00:00:00,1934.0,8.0,26.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1284,1272,2400,61.0,Real Estate,True,M,1961-07-15 00:00:00,1961.0,7.0,15.0,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
1285,1272,2400,76.0,Finance & Investments,True,M,1946-10-05 00:00:00,1946.0,10.0,5.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1286,1272,2400,79.0,Healthcare,True,M,1943-10-30 00:00:00,1943.0,10.0,30.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1287,1272,2400,68.0,Diversified,False,M,1955-01-01 00:00:00,1955.0,1.0,1.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1288,1272,2400,77.0,Manufacturing,False,F,1945-05-01 00:00:00,1945.0,5.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1289,1272,2400,57.0,Media & Entertainment,True,M,1965-07-26 00:00:00,1965.0,7.0,26.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1290,1272,2400,48.0,Finance & Investments,True,M,1975-01-01 00:00:00,1975.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1291,1272,2400,65.0,Manufacturing,True,M,1958-02-02 00:00:00,1958.0,2.0,2.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1293,1272,2400,58.0,Metals & Mining,True,M,1964-08-07 00:00:00,1964.0,8.0,7.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1294,1272,2400,63.0,Finance & Investments,False,M,1959-09-15 00:00:00,1959.0,9.0,15.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1295,1272,2400,61.0,Real Estate,True,M,1962-03-28 00:00:00,1962.0,3.0,28.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1296,1272,2400,61.0,Manufacturing,True,M,1962-01-28 00:00:00,1962.0,1.0,28.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1297,1272,2400,68.0,Diversified,False,M,1954-06-01 00:00:00,1954.0,6.0,1.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1298,1272,2400,63.0,Finance & Investments,True,M,1960-01-01 00:00:00,1960.0,1.0,1.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1299,1272,2400,55.0,Technology,True,M,1967-10-16 00:00:00,1967.0,10.0,16.0,115.91,2.6,909070395161,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266
1300,1272,2400,67.0,Diversified,False,M,1955-09-29 00:00:00,1955.0,9.0,29.0,129.61,2.5,376795508680,35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017
1301,1272,2400,66.0,Diversified,False,M,1956-10-01 00:00:00,1956.0,10.0,1.0,129.61,2.5,376795508680,35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017
1302,1272,2400,88.0,Diversified,True,M,1934-07-17 00:00:00,1934.0,7.0,17.0,129.61,2.5,376795508680,35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017
1304,1272,2400,84.0,Media & Entertainment,False,M,1938-11-19 00:00:00,1938.0,11.0,19.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1305,1272,2400,84.0,Real Estate,True,M,1938-08-07 00:00:00,1938.0,8.0,7.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1306,1272,2400,61.0,Finance & Investments,True,M,1961-08-25 00:00:00,1961.0,8.0,25.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1307,1272,2400,54.0,Technology,True,M,1968-11-06 00:00:00,1968.0,11.0,6.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1308,1272,2400,53.0,Manufacturing,True,M,1969-06-01 00:00:00,1969.0,6.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1309,1272,2400,54.0,Manufacturing,True,M,1968-09-09 00:00:00,1968.0,9.0,9.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1310,1272,2400,85.0,Real Estate,True,M,1937-06-04 00:00:00,1937.0,6.0,4.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1311,1312,2300,63.0,Finance & Investments,True,M,1959-12-01 00:00:00,1959.0,12.0,1.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1312,1312,2300,66.0,Energy,False,M,1956-05-24 00:00:00,1956.0,5.0,24.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1313,1312,2300,43.0,Technology,True,M,1980-03-20 00:00:00,1980.0,3.0,20.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1314,1312,2300,41.0,Technology,True,M,1982-01-12 00:00:00,1982.0,1.0,12.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1315,1312,2300,73.0,Fashion & Retail,True,M,1949-09-07 00:00:00,1949.0,9.0,7.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1320,1312,2300,68.0,Technology,True,M,1954-06-06 00:00:00,1954.0,6.0,6.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1321,1312,2300,62.0,Diversified,True,M,1961-03-07 00:00:00,1961.0,3.0,7.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1322,1312,2300,66.0,Diversified,True,M,1956-12-31 00:00:00,1956.0,12.0,31.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1323,1312,2300,40.0,Technology,True,M,1983-02-21 00:00:00,1983.0,2.0,21.0,110.51,1.8,530832908738,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
1324,1312,2300,61.0,Fashion & Retail,False,M,1961-06-01 00:00:00,1961.0,6.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1325,1312,2300,61.0,Fashion & Retail,False,M,1962-01-01 00:00:00,1962.0,1.0,1.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1326,1312,2300,55.0,Construction & Engineering,True,M,1967-10-03 00:00:00,1967.0,10.0,3.0,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1327,1312,2300,45.0,Finance & Investments,False,M,1977-09-18 00:00:00,1977.0,9.0,18.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1328,1312,2300,49.0,Technology,True,M,1974-02-01 00:00:00,1974.0,2.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1329,1312,2300,67.0,Finance & Investments,True,M,1955-10-10 00:00:00,1955.0,10.0,10.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1330,1312,2300,44.0,Technology,True,M,1978-10-01 00:00:00,1978.0,10.0,1.0,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
1336,1312,2300,45.0,Finance & Investments,True,M,1978-01-01 00:00:00,1978.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1337,1312,2300,71.0,Gambling & Casinos,False,M,1951-08-16 00:00:00,1951.0,8.0,16.0,121.46,0.7,364701517788,45.1,105.3,76.0,12.0,38.7,32447385.0,4.210484,101.975766
1338,1312,2300,88.0,Food & Beverage,False,M,1935-02-14 00:00:00,1935.0,2.0,14.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1339,1312,2300,82.0,Food & Beverage,True,M,1941-01-11 00:00:00,1941.0,1.0,11.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1340,1312,2300,65.0,Fashion & Retail,True,M,1958-04-01 00:00:00,1958.0,4.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1341,1312,2300,55.0,Food & Beverage,True,M,1967-04-06 00:00:00,1967.0,4.0,6.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
1342,1312,2300,99.0,Food & Beverage,True,M,1923-04-10 00:00:00,1923.0,4.0,10.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1343,1312,2300,75.0,Fashion & Retail,True,M,1947-04-14 00:00:00,1947.0,4.0,14.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1344,1312,2300,69.0,Finance & Investments,True,M,1953-12-18 00:00:00,1953.0,12.0,18.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1347,1312,2300,69.0,Fashion & Retail,False,M,1954-02-21 00:00:00,1954.0,2.0,21.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1348,1312,2300,77.0,Fashion & Retail,False,F,1945-07-14 00:00:00,1945.0,7.0,14.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1349,1312,2300,56.0,Diversified,False,F,1967-02-14 00:00:00,1967.0,2.0,14.0,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1350,1312,2300,72.0,Food & Beverage,False,M,1951-03-03 00:00:00,1951.0,3.0,3.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1351,1312,2300,75.0,Finance & Investments,False,M,1947-10-29 00:00:00,1947.0,10.0,29.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1352,1312,2300,78.0,Healthcare,False,M,1944-05-01 00:00:00,1944.0,5.0,1.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1353,1312,2300,47.0,Real Estate,False,M,1975-05-21 00:00:00,1975.0,5.0,21.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1355,1312,2300,69.0,Technology,True,M,1953-12-20 00:00:00,1953.0,12.0,20.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1357,1312,2300,62.0,Technology,True,F,1961-03-27 00:00:00,1961.0,3.0,27.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1358,1312,2300,56.0,Finance & Investments,False,M,1966-05-04 00:00:00,1966.0,5.0,4.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1359,1312,2300,77.0,Real Estate,True,M,1945-07-05 00:00:00,1945.0,7.0,5.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1360,1312,2300,74.0,Manufacturing,True,M,1948-11-01 00:00:00,1948.0,11.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1361,1312,2300,61.0,Real Estate,True,M,1962-03-01 00:00:00,1962.0,3.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1362,1312,2300,79.0,Food & Beverage,True,M,1943-05-25 00:00:00,1943.0,5.0,25.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1363,1312,2300,56.0,Fashion & Retail,True,M,1966-08-25 00:00:00,1966.0,8.0,25.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1364,1312,2300,57.0,Manufacturing,True,M,1965-06-12 00:00:00,1965.0,6.0,12.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1366,1312,2300,87.0,Manufacturing,True,M,1936-01-01 00:00:00,1936.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1367,1368,2200,86.0,Real Estate,True,M,1937-02-04 00:00:00,1937.0,2.0,4.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,1368,2200,40.0,Finance & Investments,True,M,1983-01-25 00:00:00,1983.0,1.0,25.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1369,1368,2200,52.0,Energy,True,M,1970-11-08 00:00:00,1970.0,11.0,8.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
1370,1368,2200,73.0,Diversified,True,M,1949-07-27 00:00:00,1949.0,7.0,27.0,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1371,1368,2200,57.0,Technology,True,M,1966-02-04 00:00:00,1966.0,2.0,4.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1373,1368,2200,85.0,Finance & Investments,False,M,1937-07-12 00:00:00,1937.0,7.0,12.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1374,1368,2200,55.0,Finance & Investments,False,F,1968-03-28 00:00:00,1968.0,3.0,28.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1375,1368,2200,71.0,Healthcare,True,M,1951-10-01 00:00:00,1951.0,10.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1377,1368,2200,52.0,Healthcare,True,M,1971-01-01 00:00:00,1971.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1378,1368,2200,61.0,Fashion & Retail,True,M,1961-08-27 00:00:00,1961.0,8.0,27.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1379,1368,2200,69.0,Food & Beverage,True,M,1953-10-02 00:00:00,1953.0,10.0,2.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1380,1368,2200,61.0,Finance & Investments,True,M,1961-05-24 00:00:00,1961.0,5.0,24.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1381,1368,2200,64.0,Finance & Investments,True,M,1959-01-01 00:00:00,1959.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1382,1368,2200,67.0,Healthcare,True,M,1956-01-01 00:00:00,1956.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1383,1368,2200,78.0,Automotive,False,M,1944-11-13 00:00:00,1944.0,11.0,13.0,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
1384,1368,2200,83.0,Technology,True,M,1940-01-17 00:00:00,1940.0,1.0,17.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1385,1368,2200,76.0,Healthcare,True,M,1946-08-29 00:00:00,1946.0,8.0,29.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1386,1368,2200,64.0,Real Estate,True,M,1959-01-01 00:00:00,1959.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1387,1368,2200,80.0,Finance & Investments,False,M,1942-05-10 00:00:00,1942.0,5.0,10.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1388,1368,2200,73.0,Fashion & Retail,True,M,1949-06-08 00:00:00,1949.0,6.0,8.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1389,1368,2200,75.0,Automotive,True,M,1947-05-26 00:00:00,1947.0,5.0,26.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1390,1368,2200,48.0,Fashion & Retail,True,M,1975-01-01 00:00:00,1975.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1391,1368,2200,62.0,Finance & Investments,True,M,1960-06-15 00:00:00,1960.0,6.0,15.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1392,1368,2200,78.0,Fashion & Retail,True,M,1945-03-22 00:00:00,1945.0,3.0,22.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1393,1368,2200,54.0,Diversified,True,M,1968-10-01 00:00:00,1968.0,10.0,1.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1394,1368,2200,68.0,Diversified,False,M,1955-01-12 00:00:00,1955.0,1.0,12.0,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1395,1368,2200,43.0,Technology,True,M,1980-01-01 00:00:00,1980.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1396,1368,2200,60.0,Energy,True,M,1962-04-15 00:00:00,1962.0,4.0,15.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1397,1368,2200,76.0,Finance & Investments,True,M,1946-04-23 00:00:00,1946.0,4.0,23.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1398,1368,2200,99.0,Finance & Investments,True,M,1924-01-01 00:00:00,1924.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1399,1368,2200,44.0,Real Estate,True,M,1979-04-01 00:00:00,1979.0,4.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1400,1368,2200,52.0,Diversified,True,F,1970-06-07 00:00:00,1970.0,6.0,7.0,163.52,2.8,261921244843,28.5,110.6,75.3,19.1,37.6,96462106.0,14.058324,108.277199
1401,1368,2200,71.0,Food & Beverage,True,M,1952-01-23 00:00:00,1952.0,1.0,23.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1402,1368,2200,60.0,Manufacturing,False,F,1962-09-13 00:00:00,1962.0,9.0,13.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1403,1368,2200,52.0,Technology,True,M,1970-10-01 00:00:00,1970.0,10.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1404,1368,2200,73.0,Technology,True,M,1949-06-01 00:00:00,1949.0,6.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
